RecordID,MachineID,ProductCode,Shift,OperatorID,StartTime,EndTime,QuantityProduced,Defects,Temperature,Pressure,Status,ProcessedFlag
4662,MCH002,PRD1005,C,OP227,53:16.0,53:16.0,497,4,86.9,1.07,Completed,1
4663,MCH003,PRD1005,A,OP111,15:04.0,15:04.0,488,12,84.14,1.24,Completed,1
4664,MCH001,PRD1002,C,OP207,51:10.0,51:10.0,408,1,85.45,1.03,Completed,1
4665,MCH001,PRD1001,A,OP201,57:10.0,57:10.0,846,9,88.11,1.44,Completed,1
4666,MCH001,PRD1005,A,OP295,28:21.0,28:21.0,438,5,79.9,1.3,Completed,1
4667,MCH003,PRD1001,B,OP209,27:51.0,27:51.0,460,5,87.78,1.02,Completed,1
4668,MCH003,PRD1002,C,OP137,45:38.0,45:38.0,551,4,84.4,1.32,Completed,1
4669,MCH001,PRD1003,C,OP205,22:24.0,22:24.0,923,17,77.58,1.39,Completed,1
4670,MCH002,PRD1003,B,OP122,39:38.0,39:38.0,959,17,77,1.24,Completed,1
4671,MCH002,PRD1004,A,OP186,10:58.0,10:58.0,724,1,84.6,1.13,Completed,1
4672,MCH001,PRD1004,B,OP115,58:22.0,58:22.0,409,16,76.56,1.3,Completed,1
4673,MCH002,PRD1001,A,OP276,13:45.0,13:45.0,782,10,73.37,1.31,Completed,1
4674,MCH001,PRD1001,C,OP272,24:06.0,24:06.0,434,19,87.67,1.13,Completed,1
4675,MCH001,PRD1001,B,OP218,26:53.0,26:53.0,745,0,80.62,1.3,Completed,1
4676,MCH001,PRD1002,B,OP145,45:13.0,45:13.0,590,1,72.84,1.29,Completed,1
4677,MCH003,PRD1004,A,OP291,50:51.0,50:51.0,785,12,87.51,1.27,Completed,1
4678,MCH003,PRD1002,C,OP195,07:41.0,07:41.0,788,1,84.4,1.03,Completed,1
4679,MCH001,PRD1003,B,OP185,42:35.0,42:35.0,905,9,82.1,1.42,Completed,1
4680,MCH002,PRD1001,A,OP212,46:34.0,46:34.0,893,11,83.89,1.16,Completed,1
4681,MCH002,PRD1001,B,OP182,52:50.0,52:50.0,901,14,78.4,1.09,Completed,1
4682,MCH002,PRD1003,A,OP255,47:13.0,47:13.0,428,19,77.97,1.25,Completed,1
4683,MCH002,PRD1001,A,OP265,18:06.0,18:06.0,720,2,86.19,1.5,Completed,1
4684,MCH003,PRD1001,A,OP119,41:32.0,41:32.0,497,14,70.78,1.05,Completed,1
4685,MCH003,PRD1005,A,OP241,15:16.0,15:16.0,789,20,85.79,1.02,Completed,1
4686,MCH001,PRD1005,C,OP200,04:42.0,04:42.0,517,19,89.01,1.33,Completed,1
4687,MCH002,PRD1005,A,OP298,09:42.0,09:42.0,870,19,83.23,1.31,Completed,1
4688,MCH002,PRD1002,B,OP200,31:37.0,31:37.0,857,10,79.15,1.46,Completed,1
4689,MCH002,PRD1004,B,OP142,29:34.0,29:34.0,409,9,73.07,1.17,Completed,1
4690,MCH002,PRD1001,C,OP261,17:52.0,17:52.0,538,14,81.18,1.38,Completed,1
4691,MCH002,PRD1001,B,OP284,55:17.0,55:17.0,661,8,76.35,1.15,Completed,1
4692,MCH002,PRD1003,C,OP127,29:27.0,29:27.0,887,9,73.53,1.16,Completed,1
4693,MCH002,PRD1003,B,OP254,51:19.0,51:19.0,612,12,70.05,1,Completed,1
4694,MCH003,PRD1001,B,OP110,19:49.0,19:49.0,872,12,86.69,1.38,Completed,1
4695,MCH003,PRD1001,A,OP123,19:47.0,19:47.0,628,1,75.64,1.13,Completed,1
4696,MCH003,PRD1004,B,OP131,28:28.0,28:28.0,672,3,85.67,1.49,Completed,1
4697,MCH001,PRD1002,C,OP260,17:30.0,17:30.0,924,0,76.17,1.11,Completed,1
4698,MCH002,PRD1005,A,OP261,44:36.0,44:36.0,929,11,80.71,1.49,Completed,1
4699,MCH003,PRD1002,B,OP206,47:01.0,47:01.0,630,1,86.18,1.2,Completed,1
4700,MCH002,PRD1002,C,OP199,33:46.0,33:46.0,955,5,74.88,1.44,Completed,1
4701,MCH002,PRD1002,A,OP278,36:42.0,36:42.0,755,15,84.44,1.43,Completed,1
4702,MCH001,PRD1003,C,OP170,18:47.0,18:47.0,950,5,72.46,1.02,Completed,1
4703,MCH002,PRD1005,B,OP238,14:32.0,14:32.0,468,13,79.4,1.03,Completed,1
4704,MCH001,PRD1003,B,OP268,15:41.0,15:41.0,600,12,87.19,1.09,Completed,1
4705,MCH002,PRD1002,C,OP170,15:41.0,15:41.0,847,11,87.17,1.15,Completed,1
4706,MCH001,PRD1005,C,OP185,24:20.0,24:20.0,493,10,70.93,1.49,Completed,1
4707,MCH001,PRD1005,C,OP190,13:20.0,13:20.0,964,11,76.19,1.31,Completed,1
4708,MCH003,PRD1005,B,OP297,00:25.0,00:25.0,593,6,80.62,1.37,Completed,1
4709,MCH003,PRD1002,C,OP183,26:36.0,26:36.0,694,10,83,1.47,Completed,1
4710,MCH002,PRD1003,A,OP108,53:22.0,53:22.0,686,20,75.99,1.37,Completed,1
4711,MCH002,PRD1005,A,OP269,05:53.0,05:53.0,698,13,84.01,1.15,Completed,1
4712,MCH003,PRD1004,A,OP275,37:41.0,37:41.0,534,11,78.68,1.1,Completed,1
4713,MCH003,PRD1002,A,OP115,46:34.0,46:34.0,475,3,89.52,1.11,Completed,1
4714,MCH002,PRD1002,B,OP294,58:54.0,58:54.0,716,4,83.74,1.06,Completed,1
4715,MCH001,PRD1005,A,OP202,49:31.0,49:31.0,416,17,70.11,1.2,Completed,1
4716,MCH001,PRD1002,A,OP174,12:43.0,12:43.0,425,8,82.79,1.48,Completed,1
4717,MCH003,PRD1001,B,OP209,55:40.0,55:40.0,814,5,75.96,1.08,Completed,1
4718,MCH003,PRD1001,A,OP226,58:39.0,58:39.0,989,13,80.77,1.46,Completed,1
4719,MCH002,PRD1004,A,OP222,41:33.0,41:33.0,634,6,82.59,1.49,Completed,1
4720,MCH003,PRD1005,B,OP189,54:09.0,54:09.0,953,11,77.79,1.25,Completed,1
4721,MCH003,PRD1005,C,OP254,04:05.0,04:05.0,634,9,88,1.15,Completed,1
4722,MCH001,PRD1001,C,OP146,48:57.0,48:57.0,957,8,83.94,1.11,Completed,1
4723,MCH003,PRD1002,C,OP252,23:50.0,23:50.0,959,9,80.04,1.49,Completed,1
4724,MCH001,PRD1001,B,OP271,43:03.0,43:03.0,849,0,82.7,1.38,Completed,1
4725,MCH001,PRD1004,C,OP234,00:36.0,00:36.0,617,11,81.6,1.36,Completed,1
4726,MCH002,PRD1003,B,OP185,41:57.0,41:57.0,960,16,75.82,1.05,Completed,1
4727,MCH001,PRD1002,C,OP197,29:21.0,29:21.0,929,12,77.89,1.32,Completed,1
4728,MCH002,PRD1002,B,OP114,39:24.0,39:24.0,998,18,71.21,1.33,Completed,1
4729,MCH001,PRD1001,C,OP156,55:46.0,55:46.0,992,18,79.62,1.19,Completed,1
4730,MCH002,PRD1003,B,OP247,38:51.0,38:51.0,847,12,78.69,1.01,Completed,1
4731,MCH001,PRD1003,C,OP117,31:48.0,31:48.0,689,20,89,1.33,Completed,1
4732,MCH001,PRD1004,B,OP296,37:31.0,37:31.0,443,9,77.96,1.29,Completed,1
4733,MCH002,PRD1004,A,OP104,46:23.0,46:23.0,413,19,77.13,1.31,Completed,1
4734,MCH002,PRD1005,B,OP115,00:16.0,00:16.0,460,12,81.91,1.39,Completed,1
4735,MCH002,PRD1005,C,OP162,14:52.0,14:52.0,810,20,75.53,1.14,Completed,1
4736,MCH003,PRD1004,C,OP157,42:48.0,42:48.0,906,13,79.36,1.29,Completed,1
4737,MCH001,PRD1001,A,OP244,46:18.0,46:18.0,724,7,73.49,1.2,Completed,1
4738,MCH002,PRD1005,B,OP271,54:13.0,54:13.0,640,13,80.32,1.16,Completed,1
4739,MCH003,PRD1003,A,OP253,05:01.0,05:01.0,631,4,71.87,1.39,Completed,1
4740,MCH003,PRD1005,B,OP300,54:36.0,54:36.0,839,8,88.85,1.44,Completed,1
4741,MCH002,PRD1001,B,OP120,08:13.0,08:13.0,601,13,86.87,1.19,Completed,1
4742,MCH002,PRD1003,C,OP108,19:44.0,19:44.0,982,15,76.75,1.47,Completed,1
4743,MCH001,PRD1001,B,OP212,34:15.0,34:15.0,853,4,78.35,1.27,Completed,1
4744,MCH001,PRD1004,A,OP102,30:23.0,30:23.0,717,18,72.69,1.16,Completed,1
4745,MCH002,PRD1003,B,OP124,02:00.0,02:00.0,989,8,78.16,1.35,Completed,1
4746,MCH003,PRD1004,B,OP289,46:47.0,46:47.0,748,16,76.45,1.18,Completed,1
4747,MCH001,PRD1003,A,OP250,26:45.0,26:45.0,966,18,76.51,1.33,Completed,1
4748,MCH003,PRD1002,C,OP165,23:15.0,23:15.0,964,11,72.94,1.27,Completed,1
4749,MCH003,PRD1002,A,OP108,07:06.0,07:06.0,669,20,75.64,1.14,Completed,1
4750,MCH003,PRD1005,C,OP224,19:45.0,19:45.0,721,1,70.16,1.08,Completed,1
4751,MCH001,PRD1004,A,OP100,34:54.0,34:54.0,621,16,85.52,1.06,Completed,1
4752,MCH001,PRD1004,C,OP119,37:01.0,37:01.0,906,2,80.99,1.42,Completed,1
4753,MCH003,PRD1005,B,OP245,09:24.0,09:24.0,853,1,80.71,1.39,Completed,1
4754,MCH003,PRD1004,A,OP222,26:46.0,26:46.0,993,4,87.53,1.05,Completed,1
4755,MCH001,PRD1004,A,OP123,40:03.0,40:03.0,791,17,72.16,1.03,Completed,1
4756,MCH003,PRD1004,B,OP238,00:23.0,00:23.0,958,18,80.74,1.32,Completed,1
4757,MCH003,PRD1005,A,OP250,47:12.0,47:12.0,803,0,74.58,1.17,Completed,1
4758,MCH002,PRD1005,B,OP189,30:37.0,30:37.0,541,18,77.85,1.12,Completed,1
4759,MCH001,PRD1005,A,OP208,58:02.0,58:02.0,937,3,80.9,1.13,Completed,1
4760,MCH001,PRD1004,C,OP276,54:22.0,54:22.0,914,10,81.28,1.3,Completed,1
4761,MCH002,PRD1005,C,OP208,16:33.0,16:33.0,937,16,71.66,1.2,Completed,1
4762,MCH002,PRD1001,B,OP207,12:14.0,12:14.0,911,19,84.02,1.41,Completed,1
4763,MCH002,PRD1004,C,OP156,23:18.0,23:18.0,411,12,83.74,1.12,Completed,1
4764,MCH001,PRD1004,C,OP292,43:52.0,43:52.0,596,6,82.32,1.06,Completed,1
4765,MCH001,PRD1003,B,OP122,54:26.0,54:26.0,554,10,70.9,1.17,Completed,1
4766,MCH003,PRD1002,B,OP268,50:44.0,50:44.0,462,18,73.62,1.17,Completed,1
4767,MCH002,PRD1003,A,OP116,21:02.0,21:02.0,859,13,74.77,1.37,Completed,1
4768,MCH003,PRD1002,B,OP221,55:44.0,55:44.0,882,3,72.05,1.24,Completed,1
4769,MCH003,PRD1004,B,OP199,04:13.0,04:13.0,632,11,74.95,1.4,Completed,1
4770,MCH001,PRD1004,A,OP225,57:48.0,57:48.0,419,15,84.3,1.34,Completed,1
4771,MCH002,PRD1001,B,OP219,31:29.0,31:29.0,942,9,87.06,1.3,Completed,1
4772,MCH001,PRD1005,C,OP115,24:34.0,24:34.0,741,15,80.63,1.43,Completed,1
4773,MCH002,PRD1001,A,OP159,37:57.0,37:57.0,478,11,78.2,1.06,Completed,1
4774,MCH003,PRD1004,B,OP248,19:22.0,19:22.0,757,6,88.23,1.13,Completed,1
4775,MCH003,PRD1005,A,OP285,48:53.0,48:53.0,557,12,78.78,1.23,Completed,1
4776,MCH002,PRD1002,C,OP133,25:37.0,25:37.0,442,8,76.47,1.1,Completed,1
4777,MCH002,PRD1002,B,OP210,42:50.0,42:50.0,820,10,85.73,1.24,Completed,1
4778,MCH001,PRD1003,A,OP178,20:10.0,20:10.0,672,19,89.56,1.37,Completed,1
4779,MCH001,PRD1001,C,OP230,18:56.0,18:56.0,439,8,79.33,1.06,Completed,1
4780,MCH003,PRD1002,A,OP130,53:38.0,53:38.0,503,19,71.69,1.24,Completed,1
4781,MCH003,PRD1005,A,OP187,59:26.0,59:26.0,587,6,72.72,1.28,Completed,1
4782,MCH003,PRD1001,C,OP105,58:21.0,58:21.0,452,13,88.93,1.2,Completed,1
4783,MCH001,PRD1002,B,OP159,09:55.0,09:55.0,865,19,75.35,1.3,Completed,1
4784,MCH002,PRD1002,C,OP174,25:47.0,25:47.0,733,14,70.96,1.11,Completed,1
4785,MCH001,PRD1003,B,OP183,20:07.0,20:07.0,696,7,79.09,1.07,Completed,1
4786,MCH001,PRD1005,C,OP242,21:48.0,21:48.0,983,3,82.42,1.42,Completed,1
4787,MCH003,PRD1001,C,OP130,02:50.0,02:50.0,800,15,76.64,1.17,Completed,1
4788,MCH002,PRD1001,C,OP223,59:21.0,59:21.0,856,15,71.77,1.49,Completed,1
4789,MCH003,PRD1001,C,OP206,59:18.0,59:18.0,710,2,77.35,1.15,Completed,1
4790,MCH003,PRD1001,C,OP111,02:54.0,02:54.0,932,6,79.58,1.46,Completed,1
4791,MCH002,PRD1005,A,OP211,42:12.0,42:12.0,712,20,80.41,1.39,Completed,1
4792,MCH002,PRD1003,C,OP197,06:17.0,06:17.0,955,6,79.01,1.38,Completed,1
4793,MCH001,PRD1004,C,OP237,49:48.0,49:48.0,964,11,87.79,1.28,Completed,1
4794,MCH002,PRD1002,C,OP264,22:56.0,22:56.0,681,15,75.98,1.4,Completed,1
4795,MCH002,PRD1004,A,OP205,35:18.0,35:18.0,667,4,86.73,1.06,Completed,1
4796,MCH001,PRD1005,C,OP197,19:51.0,19:51.0,683,10,81.98,1.22,Completed,1
4797,MCH002,PRD1005,C,OP162,10:20.0,10:20.0,972,12,73.95,1.36,Completed,1
4798,MCH002,PRD1001,C,OP140,16:58.0,16:58.0,960,17,72.9,1.08,Completed,1
4799,MCH003,PRD1001,B,OP155,14:03.0,14:03.0,729,19,87.63,1.19,Completed,1
4800,MCH002,PRD1002,C,OP265,32:39.0,32:39.0,788,1,79.58,1.46,Completed,1
4801,MCH001,PRD1001,B,OP156,56:22.0,56:22.0,536,17,75.68,1.23,Completed,1
4802,MCH001,PRD1001,A,OP140,52:19.0,52:19.0,1000,20,87.43,1.36,Completed,1
4803,MCH002,PRD1002,C,OP157,42:46.0,42:46.0,726,13,71.85,1.45,Completed,1
4804,MCH003,PRD1003,C,OP224,43:51.0,43:51.0,676,8,84.24,1.32,Completed,1
4805,MCH001,PRD1003,A,OP140,53:55.0,53:55.0,653,6,78.3,1.38,Completed,1
4806,MCH003,PRD1001,B,OP109,09:44.0,09:44.0,765,10,73.62,1.18,Completed,1
4807,MCH003,PRD1001,C,OP243,05:04.0,05:04.0,409,1,88.6,1.14,Completed,1
4808,MCH001,PRD1002,A,OP253,28:27.0,28:27.0,992,9,77.17,1.49,Completed,1
4809,MCH002,PRD1004,B,OP169,09:08.0,09:08.0,429,10,79.14,1.44,Completed,1
4810,MCH002,PRD1005,B,OP250,26:53.0,26:53.0,896,11,71.23,1.01,Completed,1
4811,MCH001,PRD1004,A,OP227,25:13.0,25:13.0,412,10,85.95,1.27,Completed,1
4812,MCH003,PRD1005,A,OP198,20:01.0,20:01.0,906,18,87.06,1.45,Completed,1
4813,MCH001,PRD1002,A,OP260,24:51.0,24:51.0,958,20,83.66,1.38,Completed,1
4814,MCH003,PRD1002,C,OP238,31:56.0,31:56.0,700,9,79.39,1.28,Completed,1
4815,MCH002,PRD1001,A,OP160,40:56.0,40:56.0,593,15,89.44,1.12,Completed,1
4816,MCH001,PRD1002,B,OP129,39:24.0,39:24.0,559,0,83.64,1.34,Completed,1
4817,MCH001,PRD1001,B,OP142,52:46.0,52:46.0,659,8,81.55,1.02,Completed,1
4818,MCH001,PRD1004,C,OP120,40:53.0,40:53.0,557,17,83.74,1.09,Completed,1
4819,MCH002,PRD1002,C,OP113,49:23.0,49:23.0,641,20,74.43,1.49,Completed,1
4820,MCH001,PRD1003,C,OP175,58:22.0,58:22.0,552,4,75.29,1.04,Completed,1
4821,MCH003,PRD1005,C,OP129,52:17.0,52:17.0,758,10,73.75,1.26,Completed,1
4822,MCH002,PRD1004,A,OP281,54:28.0,54:28.0,580,14,72.32,1.47,Completed,1
4823,MCH003,PRD1004,A,OP137,13:25.0,13:25.0,997,6,72.99,1,Completed,1
4824,MCH001,PRD1005,B,OP144,52:25.0,52:25.0,814,12,79.81,1.08,Completed,1
4825,MCH003,PRD1005,A,OP185,11:40.0,11:40.0,863,13,82.41,1.15,Completed,1
4826,MCH001,PRD1004,B,OP267,50:45.0,50:45.0,581,16,73.52,1.06,Completed,1
4827,MCH002,PRD1001,B,OP300,15:44.0,15:44.0,883,2,89.54,1.49,Completed,1
4828,MCH001,PRD1004,C,OP200,54:16.0,54:16.0,814,18,82,1.15,Completed,1
4829,MCH002,PRD1002,C,OP143,53:39.0,53:39.0,704,18,74.64,1.42,Completed,1
4830,MCH001,PRD1004,C,OP276,30:00.0,30:00.0,687,15,86.15,1.35,Completed,1
4831,MCH002,PRD1003,B,OP161,08:09.0,08:09.0,842,20,87.81,1.17,Completed,1
4832,MCH001,PRD1003,B,OP225,49:41.0,49:41.0,881,1,78.76,1.11,Completed,1
4833,MCH001,PRD1001,C,OP292,17:20.0,17:20.0,797,12,84.47,1.33,Completed,1
4834,MCH003,PRD1001,B,OP133,32:11.0,32:11.0,944,12,87.46,1.22,Completed,1
4835,MCH003,PRD1002,A,OP241,55:34.0,55:34.0,896,14,79.9,1.12,Completed,1
4836,MCH003,PRD1005,A,OP256,44:23.0,44:23.0,638,12,75.42,1.17,Completed,1
4837,MCH003,PRD1003,B,OP183,59:33.0,59:33.0,638,5,86.87,1.14,Completed,1
4838,MCH001,PRD1005,A,OP300,09:23.0,09:23.0,596,11,84.72,1.09,Completed,1
4839,MCH002,PRD1001,B,OP113,38:58.0,38:58.0,457,4,84.83,1.01,Completed,1
4840,MCH001,PRD1005,C,OP298,48:09.0,48:09.0,764,2,85.38,1.11,Completed,1
4841,MCH003,PRD1002,B,OP120,24:21.0,24:21.0,593,0,87.85,1.05,Completed,1
4842,MCH002,PRD1003,B,OP113,34:47.0,34:47.0,713,2,75.21,1.06,Completed,1
4843,MCH001,PRD1003,C,OP176,12:04.0,12:04.0,876,13,74.46,1.04,Completed,1
4844,MCH001,PRD1004,A,OP203,21:29.0,21:29.0,981,2,85.69,1.3,Completed,1
4845,MCH001,PRD1005,B,OP217,27:54.0,27:54.0,793,6,71.95,1.49,Completed,1
4846,MCH001,PRD1002,A,OP194,15:43.0,15:43.0,968,18,78.28,1.13,Completed,1
4847,MCH003,PRD1003,B,OP149,30:38.0,30:38.0,585,13,89.37,1.46,Completed,1
4848,MCH002,PRD1002,B,OP143,34:27.0,34:27.0,526,13,80.5,1.4,Completed,1
4849,MCH002,PRD1005,C,OP169,56:17.0,56:17.0,496,12,76.66,1.4,Completed,1
4850,MCH003,PRD1003,C,OP169,38:00.0,38:00.0,738,9,82.8,1.2,Completed,1
4851,MCH001,PRD1001,C,OP268,30:45.0,30:45.0,522,14,73.64,1.13,Completed,1
4852,MCH002,PRD1005,B,OP215,41:53.0,41:53.0,940,17,84.81,1.36,Completed,1
4853,MCH002,PRD1002,B,OP208,00:17.0,00:17.0,516,6,78.59,1.17,Completed,1
4854,MCH003,PRD1004,A,OP226,59:12.0,59:12.0,781,10,80.33,1.19,Completed,1
4855,MCH002,PRD1001,A,OP211,05:54.0,05:54.0,460,17,87.96,1.32,Completed,1
4856,MCH003,PRD1002,C,OP155,13:54.0,13:54.0,660,17,75.72,1.3,Completed,1
4857,MCH002,PRD1004,B,OP185,50:33.0,50:33.0,828,0,84.51,1.4,Completed,1
4858,MCH002,PRD1005,C,OP130,28:33.0,28:33.0,824,15,73.27,1.11,Completed,1
4859,MCH003,PRD1004,A,OP285,28:37.0,28:37.0,704,4,82.42,1.42,Completed,1
4860,MCH002,PRD1004,C,OP130,36:50.0,36:50.0,709,20,87.3,1.38,Completed,1
4861,MCH003,PRD1004,C,OP243,24:57.0,24:57.0,792,12,89.76,1.26,Completed,1
4862,MCH003,PRD1004,C,OP138,01:10.0,01:10.0,654,15,74.76,1.49,Completed,1
4863,MCH003,PRD1003,A,OP147,37:28.0,37:28.0,460,7,76.4,1.41,Completed,1
4864,MCH002,PRD1004,B,OP210,47:08.0,47:08.0,850,20,78.24,1.02,Completed,1
4865,MCH002,PRD1004,B,OP295,04:34.0,04:34.0,698,6,77.1,1.13,Completed,1
4866,MCH002,PRD1001,A,OP157,28:52.0,28:52.0,892,15,87.74,1.07,Completed,1
4867,MCH002,PRD1004,B,OP269,02:35.0,02:35.0,945,2,80.02,1.26,Completed,1
4868,MCH002,PRD1005,B,OP233,22:45.0,22:45.0,873,20,80.08,1.37,Completed,1
4869,MCH002,PRD1001,B,OP170,53:36.0,53:36.0,700,3,75.96,1.08,Completed,1
4870,MCH001,PRD1003,A,OP163,58:30.0,58:30.0,980,16,86.9,1.36,Completed,1
4871,MCH003,PRD1002,C,OP230,39:29.0,39:29.0,716,8,81.44,1.12,Completed,1
4872,MCH002,PRD1001,B,OP211,52:31.0,52:31.0,492,1,85.56,1.42,Completed,1
4873,MCH003,PRD1004,C,OP251,44:45.0,44:45.0,521,14,87.57,1.11,Completed,1
4874,MCH003,PRD1002,B,OP243,27:54.0,27:54.0,530,5,76.2,1.33,Completed,1
4875,MCH002,PRD1004,A,OP299,36:59.0,36:59.0,971,6,82.21,1.12,Completed,1
4876,MCH001,PRD1003,A,OP276,44:25.0,44:25.0,453,6,77.69,1.09,Completed,1
4877,MCH003,PRD1001,B,OP298,31:29.0,31:29.0,539,19,74.09,1.04,Completed,1
4878,MCH003,PRD1005,A,OP236,10:39.0,10:39.0,804,9,82.8,1.47,Completed,1
4879,MCH003,PRD1004,C,OP216,08:07.0,08:07.0,500,19,83.84,1.27,Completed,1
4880,MCH001,PRD1001,B,OP108,09:04.0,09:04.0,951,12,76.95,1.42,Completed,1
4881,MCH002,PRD1001,A,OP282,55:29.0,55:29.0,599,18,70.75,1.29,Completed,1
4882,MCH003,PRD1001,C,OP261,11:51.0,11:51.0,940,1,80.08,1.33,Completed,1
4883,MCH002,PRD1004,A,OP208,00:38.0,00:38.0,875,3,80.09,1.1,Completed,1
4884,MCH003,PRD1003,A,OP275,03:56.0,03:56.0,663,18,73.17,1.5,Completed,1
4885,MCH002,PRD1003,C,OP219,51:10.0,51:10.0,917,19,75.99,1.13,Completed,1
4886,MCH003,PRD1003,C,OP155,12:27.0,12:27.0,860,20,89.23,1.09,Completed,1
4887,MCH001,PRD1003,A,OP223,24:58.0,24:58.0,819,6,79.04,1.16,Completed,1
4888,MCH001,PRD1003,C,OP163,01:07.0,01:07.0,586,5,89.09,1.44,Completed,1
4889,MCH002,PRD1001,B,OP220,15:33.0,15:33.0,848,13,76.72,1.09,Completed,1
4890,MCH003,PRD1004,A,OP263,30:19.0,30:19.0,451,3,78.61,1.24,Completed,1
4891,MCH002,PRD1001,B,OP289,51:58.0,51:58.0,669,10,75.71,1.12,Completed,1
4892,MCH001,PRD1004,C,OP117,33:15.0,33:15.0,608,17,84.47,1.25,Completed,1
4893,MCH003,PRD1001,A,OP149,37:25.0,37:25.0,967,0,79.06,1.06,Completed,1
4894,MCH001,PRD1005,C,OP140,31:19.0,31:19.0,477,12,82.52,1.12,Completed,1
4895,MCH001,PRD1005,C,OP128,25:18.0,25:18.0,565,2,88,1.45,Completed,1
4896,MCH003,PRD1001,C,OP156,54:56.0,54:56.0,726,10,85.28,1.12,Completed,1
4897,MCH003,PRD1005,A,OP192,38:01.0,38:01.0,471,19,73.18,1.41,Completed,1
4898,MCH001,PRD1003,B,OP198,52:09.0,52:09.0,833,5,80.22,1.24,Completed,1
4899,MCH001,PRD1001,B,OP157,22:46.0,22:46.0,574,9,89.76,1.28,Completed,1
4900,MCH002,PRD1003,B,OP143,02:27.0,02:27.0,626,12,77.64,1.44,Completed,1
4901,MCH001,PRD1004,C,OP204,33:44.0,33:44.0,446,1,79.87,1.48,Completed,1
4902,MCH002,PRD1002,B,OP174,38:35.0,38:35.0,574,13,72.8,1.16,Completed,1
4903,MCH001,PRD1002,B,OP103,15:33.0,15:33.0,564,10,89.09,1.41,Completed,1
4904,MCH003,PRD1004,C,OP156,17:02.0,17:02.0,846,10,80.2,1.15,Completed,1
4905,MCH002,PRD1001,A,OP299,27:11.0,27:11.0,849,5,85.89,1.48,Completed,1
4906,MCH003,PRD1005,B,OP257,13:26.0,13:26.0,442,15,79.45,1.23,Completed,1
4907,MCH003,PRD1004,A,OP136,19:23.0,19:23.0,481,9,84.41,1.01,Completed,1
4908,MCH001,PRD1005,B,OP140,15:02.0,15:02.0,938,0,87.31,1.41,Completed,1
4909,MCH001,PRD1003,A,OP131,32:35.0,32:35.0,400,9,79.17,1.05,Completed,1
4910,MCH002,PRD1004,B,OP156,36:30.0,36:30.0,459,7,76.54,1.1,Completed,1
4911,MCH002,PRD1002,C,OP105,28:03.0,28:03.0,783,20,74.93,1.26,Completed,1
4912,MCH002,PRD1001,B,OP165,46:01.0,46:01.0,942,16,87.32,1.38,Completed,1
4913,MCH002,PRD1001,C,OP105,13:50.0,13:50.0,737,3,70.23,1.2,Completed,1
4914,MCH001,PRD1001,C,OP169,40:23.0,40:23.0,685,4,82.89,1.07,Completed,1
4915,MCH002,PRD1002,A,OP246,25:32.0,25:32.0,477,19,79.91,1.42,Completed,1
4916,MCH002,PRD1005,A,OP186,54:52.0,54:52.0,828,7,79.78,1.34,Completed,1
4917,MCH001,PRD1005,C,OP194,44:59.0,44:59.0,753,17,78.28,1.01,Completed,1
4918,MCH003,PRD1004,A,OP153,39:43.0,39:43.0,908,12,78.28,1.19,Completed,1
4919,MCH002,PRD1005,C,OP288,28:06.0,28:06.0,656,5,70.1,1.08,Completed,1
4920,MCH002,PRD1003,B,OP136,42:51.0,42:51.0,566,4,81.2,1.07,Completed,1
4921,MCH003,PRD1001,A,OP184,06:54.0,06:54.0,702,13,84.53,1.35,Completed,1
4922,MCH003,PRD1001,C,OP124,32:59.0,32:59.0,839,18,81.21,1.42,Completed,1
4923,MCH002,PRD1005,C,OP166,43:06.0,43:06.0,467,15,74.02,1.37,Completed,1
4924,MCH001,PRD1005,B,OP148,56:04.0,56:04.0,784,4,88.47,1.48,Completed,1
4925,MCH002,PRD1001,C,OP232,54:15.0,54:15.0,532,7,71.03,1.02,Completed,1
4926,MCH001,PRD1002,C,OP164,02:14.0,02:14.0,745,17,70.47,1.31,Completed,1
4927,MCH003,PRD1003,C,OP245,11:55.0,11:55.0,619,10,76.63,1.48,Completed,1
4928,MCH001,PRD1004,C,OP256,10:53.0,10:53.0,914,5,70.2,1.4,Completed,1
4929,MCH003,PRD1002,B,OP188,30:17.0,30:17.0,959,14,82.1,1.09,Completed,1
4930,MCH002,PRD1004,B,OP188,52:09.0,52:09.0,738,20,83.58,1.25,Completed,1
4931,MCH003,PRD1002,B,OP243,03:15.0,03:15.0,651,11,84.35,1.38,Completed,1
4932,MCH002,PRD1005,B,OP226,55:47.0,55:47.0,700,16,87.54,1.26,Completed,1
4933,MCH003,PRD1001,A,OP242,58:07.0,58:07.0,922,8,77.45,1.26,Completed,1
4934,MCH002,PRD1001,C,OP215,06:21.0,06:21.0,867,7,80.44,1.12,Completed,1
4935,MCH003,PRD1004,C,OP177,04:08.0,04:08.0,790,15,78.55,1.48,Completed,1
4936,MCH003,PRD1003,B,OP147,50:20.0,50:20.0,676,7,77.78,1.14,Completed,1
4937,MCH002,PRD1003,A,OP187,03:52.0,03:52.0,861,6,78.69,1.38,Completed,1
4938,MCH002,PRD1004,C,OP260,51:05.0,51:05.0,766,11,78.44,1.4,Completed,1
4939,MCH003,PRD1004,B,OP271,03:38.0,03:38.0,438,9,73.96,1.13,Completed,1
